FIPS code,County & State,Year,Total Jobs
01001,"Autauga, AL",2013,16475
01001,"Autauga, AL",2020,18615
01001,"Autauga, AL",1986,9410
01001,"Autauga, AL",1984,9305
01001,"Autauga, AL",1989,11165
01001,"Autauga, AL",2014,16862
01001,"Autauga, AL",2012,16421
01001,"Autauga, AL",2005,17404
01001,"Autauga, AL",2001,16211
01001,"Autauga, AL",2018,18184
01001,"Autauga, AL",1992,12099
01001,"Autauga, AL",1983,8975
01001,"Autauga, AL",2022,20261
01001,"Autauga, AL",2002,15944
01001,"Autauga, AL",1981,9636
01001,"Autauga, AL",1982,9133
01001,"Autauga, AL",1994,12751
01001,"Autauga, AL",1993,12523
01001,"Autauga, AL",2004,16884
01001,"Autauga, AL",1991,11767
01001,"Autauga, AL",1988,10740
01001,"Autauga, AL",2019,18316
01001,"Autauga, AL",2007,17996
01001,"Autauga, AL",1996,13644
01001,"Autauga, AL",2011,17299
01001,"Autauga, AL",2015,17279
01001,"Autauga, AL",2021,19358
01001,"Autauga, AL",2016,17437
01001,"Autauga, AL",1995,13033
01001,"Autauga, AL",2010,16984
01001,"Autauga, AL",2000,16138
01001,"Autauga, AL",1997,14088
01001,"Autauga, AL",1999,15627
01001,"Autauga, AL",1987,10177
01001,"Autauga, AL",1990,11400
01001,"Autauga, AL",2003,16484
01001,"Autauga, AL",1980,11255
01001,"Autauga, AL",2006,17189
01001,"Autauga, AL",1985,9311
01001,"Autauga, AL",2009,17482
01001,"Autauga, AL",2017,17807
01001,"Autauga, AL",2008,17800
01001,"Autauga, AL",1998,15237
01003,"Baldwin, AL",2013,96460
01003,"Baldwin, AL",1988,37654
01003,"Baldwin, AL",1991,42388
01003,"Baldwin, AL",2004,77693
01003,"Baldwin, AL",1993,47280
01003,"Baldwin, AL",1994,50770
01003,"Baldwin, AL",1982,29388
01003,"Baldwin, AL",1981,28722
01003,"Baldwin, AL",2002,71895
01003,"Baldwin, AL",2022,131489
01003,"Baldwin, AL",1983,31306
01003,"Baldwin, AL",1992,44246
01003,"Baldwin, AL",2018,115698
01003,"Baldwin, AL",2001,70661
01003,"Baldwin, AL",2005,82614
01003,"Baldwin, AL",2012,93218
01003,"Baldwin, AL",2014,99818
01003,"Baldwin, AL",1989,38889
01003,"Baldwin, AL",1984,33057
01003,"Baldwin, AL",1986,34674
01003,"Baldwin, AL",2020,117238
01003,"Baldwin, AL",1998,64758
01003,"Baldwin, AL",2008,92682
01003,"Baldwin, AL",2017,111634
01003,"Baldwin, AL",2009,89326
01003,"Baldwin, AL",1985,33969
01003,"Baldwin, AL",2006,87769
01003,"Baldwin, AL",1980,27777
01003,"Baldwin, AL",2003,73848
01003,"Baldwin, AL",1990,40545
01003,"Baldwin, AL",1987,36081
01003,"Baldwin, AL",1999,67472
01003,"Baldwin, AL",1997,60806
01003,"Baldwin, AL",2000,69423
01003,"Baldwin, AL",2010,89247
01003,"Baldwin, AL",1995,54511
01003,"Baldwin, AL",2016,107817
01003,"Baldwin, AL",2021,124924
01003,"Baldwin, AL",2015,103921
01003,"Baldwin, AL",2011,91996
01003,"Baldwin, AL",1996,56932
01003,"Baldwin, AL",2007,92730
01003,"Baldwin, AL",2019,116997
01005,"Barbour, AL",2013,12145
01005,"Barbour, AL",2020,11640
01005,"Barbour, AL",1986,10893
01005,"Barbour, AL",1984,10373
01005,"Barbour, AL",1989,11651
01005,"Barbour, AL",2014,11937
01005,"Barbour, AL",2012,12251
01005,"Barbour, AL",2005,14363
01005,"Barbour, AL",2001,15239
01005,"Barbour, AL",2018,11508
01005,"Barbour, AL",1992,12202
01005,"Barbour, AL",1983,9901
01005,"Barbour, AL",2022,11878
01005,"Barbour, AL",2002,14776
01005,"Barbour, AL",1981,9640
01005,"Barbour, AL",1982,9323
01005,"Barbour, AL",1994,12994
01005,"Barbour, AL",1993,12825
01005,"Barbour, AL",2004,13904
01005,"Barbour, AL",1991,12171
01005,"Barbour, AL",1988,11475
01005,"Barbour, AL",2019,11828
01005,"Barbour, AL",2007,14055
01005,"Barbour, AL",1996,12818
01005,"Barbour, AL",2011,12359
01005,"Barbour, AL",2015,12055
01005,"Barbour, AL",2021,11618
01005,"Barbour, AL",2016,11589
01005,"Barbour, AL",1995,12904
01005,"Barbour, AL",2010,12616
01005,"Barbour, AL",2000,15146
01005,"Barbour, AL",1997,13032
01005,"Barbour, AL",1999,14709
01005,"Barbour, AL",1987,11103
01005,"Barbour, AL",1990,12099
01005,"Barbour, AL",2003,14387
01005,"Barbour, AL",1980,9724
01005,"Barbour, AL",2006,14405
01005,"Barbour, AL",1985,10616
01005,"Barbour, AL",2009,12977
01005,"Barbour, AL",2017,11633
01005,"Barbour, AL",2008,13646
01005,"Barbour, AL",1998,14002
01007,"Bibb, AL",2013,6502
01007,"Bibb, AL",1988,5113
01007,"Bibb, AL",1991,5489
01007,"Bibb, AL",2004,6078
01007,"Bibb, AL",1993,5686
01007,"Bibb, AL",1994,5817
01007,"Bibb, AL",1982,4151
01007,"Bibb, AL",1981,4098
01007,"Bibb, AL",2002,5776
01007,"Bibb, AL",2022,7364
01007,"Bibb, AL",1983,4413
01007,"Bibb, AL",1992,5777
01007,"Bibb, AL",2018,6444
01007,"Bibb, AL",2001,5735
01007,"Bibb, AL",2005,6194
01007,"Bibb, AL",2012,6293
01007,"Bibb, AL",2014,6486
01007,"Bibb, AL",1989,5263
01007,"Bibb, AL",1984,4699
01007,"Bibb, AL",1986,4883
01007,"Bibb, AL",2020,6982
01007,"Bibb, AL",1998,6102
01007,"Bibb, AL",2008,6570
01007,"Bibb, AL",2017,6340
01007,"Bibb, AL",2009,6298
01007,"Bibb, AL",1985,4797
01007,"Bibb, AL",2006,6336
01007,"Bibb, AL",1980,4262
01007,"Bibb, AL",2003,5901
01007,"Bibb, AL",1990,5531
01007,"Bibb, AL",1987,4914
01007,"Bibb, AL",1999,6063
01007,"Bibb, AL",1997,6118
01007,"Bibb, AL",2000,6029
01007,"Bibb, AL",2010,6247
01007,"Bibb, AL",1995,6071
01007,"Bibb, AL",2016,6444
01007,"Bibb, AL",2021,7188
01007,"Bibb, AL",2015,6428
01007,"Bibb, AL",2011,6247
01007,"Bibb, AL",1996,6084
01007,"Bibb, AL",2007,6564
01007,"Bibb, AL",2019,6889
01009,"Blount, AL",2013,14432
01009,"Blount, AL",2020,15715
01009,"Blount, AL",1986,10202
01009,"Blount, AL",1984,8952
01009,"Blount, AL",1989,11435
01009,"Blount, AL",2014,14255
01009,"Blount, AL",2012,14473
01009,"Blount, AL",2005,15068
01009,"Blount, AL",2001,14971
01009,"Blount, AL",2018,15710
01009,"Blount, AL",1992,12365
01009,"Blount, AL",1983,8567
01009,"Blount, AL",2022,16490
01009,"Blount, AL",2002,14251
01009,"Blount, AL",1981,9237
01009,"Blount, AL",1982,8632
01009,"Blount, AL",1994,13492
01009,"Blount, AL",1993,12879
01009,"Blount, AL",2004,14298
01009,"Blount, AL",1991,11797
01009,"Blount, AL",1988,10900
01009,"Blount, AL",2019,15844
01009,"Blount, AL",2007,15846
01009,"Blount, AL",1996,14074
01009,"Blount, AL",2011,14655
01009,"Blount, AL",2015,14306
01009,"Blount, AL",2021,15880
01009,"Blount, AL",2016,15162
01009,"Blount, AL",1995,13927
01009,"Blount, AL",2010,14471
01009,"Blount, AL",2000,16255
01009,"Blount, AL",1997,14502
01009,"Blount, AL",1999,16063
01009,"Blount, AL",1987,10762
01009,"Blount, AL",1990,11751
01009,"Blount, AL",2003,14192
01009,"Blount, AL",1980,9467
01009,"Blount, AL",2006,15290
01009,"Blount, AL",1985,9879
01009,"Blount, AL",2009,14999
01009,"Blount, AL",2017,15162
01009,"Blount, AL",2008,15547
01009,"Blount, AL",1998,15424
01011,"Bullock, AL",2013,4048
01011,"Bullock, AL",1988,4025
01011,"Bullock, AL",1991,4218
01011,"Bullock, AL",2004,4167
01011,"Bullock, AL",1993,4131
01011,"Bullock, AL",1994,4133
01011,"Bullock, AL",1982,3829
01011,"Bullock, AL",1981,4008
01011,"Bullock, AL",2002,4209
01011,"Bullock, AL",2022,4224
01011,"Bullock, AL",1983,3961
01011,"Bullock, AL",1992,4164
01011,"Bullock, AL",2018,4286
01011,"Bullock, AL",2001,4205
01011,"Bullock, AL",2005,4065
01011,"Bullock, AL",2012,3899
01011,"Bullock, AL",2014,3983
01011,"Bullock, AL",1989,4021
01011,"Bullock, AL",1984,3933
01011,"Bullock, AL",1986,3807
01011,"Bullock, AL",2020,4263
01011,"Bullock, AL",1998,4538
01011,"Bullock, AL",2008,3960
01011,"Bullock, AL",2017,4212
01011,"Bullock, AL",2009,4018
01011,"Bullock, AL",1985,3839
01011,"Bullock, AL",2006,4013
01011,"Bullock, AL",1980,4084
01011,"Bullock, AL",2003,4140
01011,"Bullock, AL",1990,4088
01011,"Bullock, AL",1987,3892
01011,"Bullock, AL",1999,4529
01011,"Bullock, AL",1997,4450
01011,"Bullock, AL",2000,4479
01011,"Bullock, AL",2010,3974
01011,"Bullock, AL",1995,4283
01011,"Bullock, AL",2016,4162
01011,"Bullock, AL",2021,4163
01011,"Bullock, AL",2015,4096
01011,"Bullock, AL",2011,3970
01011,"Bullock, AL",1996,4340
01011,"Bullock, AL",2007,3971
01011,"Bullock, AL",2019,4249
01013,"Butler, AL",2013,9292
01013,"Butler, AL",2020,9185
01013,"Butler, AL",1986,8799
01013,"Butler, AL",1984,8769
01013,"Butler, AL",1989,8420
01013,"Butler, AL",2014,9629
01013,"Butler, AL",2012,9190
01013,"Butler, AL",2005,9523
01013,"Butler, AL",2001,9206
01013,"Butler, AL",2018,9541
01013,"Butler, AL",1992,8658
01013,"Butler, AL",1983,8680
01013,"Butler, AL",2022,9544
01013,"Butler, AL",2002,9226
01013,"Butler, AL",1981,9391
01013,"Butler, AL",1982,8648
01013,"Butler, AL",1994,9372
01013,"Butler, AL",1993,9089
01013,"Butler, AL",2004,9181
01013,"Butler, AL",1991,8442
01013,"Butler, AL",1988,8900
01013,"Butler, AL",2019,9700
01013,"Butler, AL",2007,9744
01013,"Butler, AL",1996,9872
01013,"Butler, AL",2011,9382
01013,"Butler, AL",2015,9656
01013,"Butler, AL",2021,9165
01013,"Butler, AL",2016,9690
01013,"Butler, AL",1995,9971
01013,"Butler, AL",2010,9097
01013,"Butler, AL",2000,9363
01013,"Butler, AL",1997,9725
01013,"Butler, AL",1999,9598
01013,"Butler, AL",1987,9046
01013,"Butler, AL",1990,8445
01013,"Butler, AL",2003,9025
01013,"Butler, AL",1980,8896
01013,"Butler, AL",2006,9802
01013,"Butler, AL",1985,8670
01013,"Butler, AL",2009,8816
01013,"Butler, AL",2017,9511
01013,"Butler, AL",2008,9498
01013,"Butler, AL",1998,9857
01015,"Calhoun, AL",2013,58405
01015,"Calhoun, AL",1988,61561
01015,"Calhoun, AL",1991,60775
01015,"Calhoun, AL",2004,62606
01015,"Calhoun, AL",1993,61935
01015,"Calhoun, AL",1994,60986
01015,"Calhoun, AL",1982,55531
01015,"Calhoun, AL",1981,55980
01015,"Calhoun, AL",2002,60125
01015,"Calhoun, AL",2022,59633
01015,"Calhoun, AL",1983,56216
01015,"Calhoun, AL",1992,61360
01015,"Calhoun, AL",2018,58808
01015,"Calhoun, AL",2001,59639
01015,"Calhoun, AL",2005,63110
01015,"Calhoun, AL",2012,59995
01015,"Calhoun, AL",2014,58098
01015,"Calhoun, AL",1989,61654
01015,"Calhoun, AL",1984,58552
01015,"Calhoun, AL",1986,59039
01015,"Calhoun, AL",2020,57268
01015,"Calhoun, AL",1998,64336
01015,"Calhoun, AL",2008,64696
01015,"Calhoun, AL",2017,58547
01015,"Calhoun, AL",2009,61553
01015,"Calhoun, AL",1985,58483
01015,"Calhoun, AL",2006,63819
01015,"Calhoun, AL",1980,57453
01015,"Calhoun, AL",2003,60523
01015,"Calhoun, AL",1990,61400
01015,"Calhoun, AL",1987,59851
01015,"Calhoun, AL",1999,63078
01015,"Calhoun, AL",1997,63984
01015,"Calhoun, AL",2000,60846
01015,"Calhoun, AL",2010,60192
01015,"Calhoun, AL",1995,61993
01015,"Calhoun, AL",2016,57696
01015,"Calhoun, AL",2021,58569
01015,"Calhoun, AL",2015,58066
01015,"Calhoun, AL",2011,60615
01015,"Calhoun, AL",1996,62273
01015,"Calhoun, AL",2007,65678
01015,"Calhoun, AL",2019,58469
01017,"Chambers, AL",2013,12301
01017,"Chambers, AL",2020,12301
01017,"Chambers, AL",1986,15812
01017,"Chambers, AL",1984,15791
01017,"Chambers, AL",1989,16267
01017,"Chambers, AL",2014,12465
01017,"Chambers, AL",2012,12258
01017,"Chambers, AL",2005,14564
01017,"Chambers, AL",2001,15646
01017,"Chambers, AL",2018,12566
01017,"Chambers, AL",1992,16141
01017,"Chambers, AL",1983,15932
01017,"Chambers, AL",2022,12806
01017,"Chambers, AL",2002,15270
01017,"Chambers, AL",1981,15696
01017,"Chambers, AL",1982,15509
01017,"Chambers, AL",1994,15850
01017,"Chambers, AL",1993,16254
01017,"Chambers, AL",2004,14516
01017,"Chambers, AL",1991,16038
01017,"Chambers, AL",1988,16830
01017,"Chambers, AL",2019,12396
01017,"Chambers, AL",2007,13781
01017,"Chambers, AL",1996,16436
01017,"Chambers, AL",2011,12319
01017,"Chambers, AL",2015,12340
01017,"Chambers, AL",2021,12539
01017,"Chambers, AL",2016,12422
01017,"Chambers, AL",1995,16359
01017,"Chambers, AL",2010,11323
01017,"Chambers, AL",2000,16337
01017,"Chambers, AL",1997,16687
01017,"Chambers, AL",1999,16825
01017,"Chambers, AL",1987,16550
01017,"Chambers, AL",1990,16643
01017,"Chambers, AL",2003,14709
01017,"Chambers, AL",1980,16112
01017,"Chambers, AL",2006,13867
01017,"Chambers, AL",1985,15606
01017,"Chambers, AL",2009,11031
01017,"Chambers, AL",2017,12500
01017,"Chambers, AL",2008,12075
01017,"Chambers, AL",1998,16922
01019,"Cherokee, AL",2013,7989
01019,"Cherokee, AL",1988,6519
01019,"Cherokee, AL",1991,6788
01019,"Cherokee, AL",2004,7794
01019,"Cherokee, AL",1993,7087
01019,"Cherokee, AL",1994,7036
01019,"Cherokee, AL",1982,5918
01019,"Cherokee, AL",1981,6211
01019,"Cherokee, AL",2002,7390
01019,"Cherokee, AL",2022,8847
01019,"Cherokee, AL",1983,6024
01019,"Cherokee, AL",1992,6850
01019,"Cherokee, AL",2018,8607
01019,"Cherokee, AL",2001,7370
01019,"Cherokee, AL",2005,7838
01019,"Cherokee, AL",2012,7732
01019,"Cherokee, AL",2014,8037
01019,"Cherokee, AL",1989,6729
01019,"Cherokee, AL",1984,6185
01019,"Cherokee, AL",1986,5850
01019,"Cherokee, AL",2020,8218
01019,"Cherokee, AL",1998,7861
01019,"Cherokee, AL",2008,8109
01019,"Cherokee, AL",2017,8192
01019,"Cherokee, AL",2009,7754
01019,"Cherokee, AL",1985,5891
01019,"Cherokee, AL",2006,7861
01019,"Cherokee, AL",1980,6058
01019,"Cherokee, AL",2003,7495
01019,"Cherokee, AL",1990,6788
01019,"Cherokee, AL",1987,6315
01019,"Cherokee, AL",1999,7755
01019,"Cherokee, AL",1997,7690
01019,"Cherokee, AL",2000,7809
01019,"Cherokee, AL",2010,7664
01019,"Cherokee, AL",1995,7278
01019,"Cherokee, AL",2016,8237
01019,"Cherokee, AL",2021,8587
01019,"Cherokee, AL",2015,7973
01019,"Cherokee, AL",2011,7739
01019,"Cherokee, AL",1996,7412
01019,"Cherokee, AL",2007,8156
01019,"Cherokee, AL",2019,8431
01021,"Chilton, AL",2013,14187
01021,"Chilton, AL",2020,14884
01021,"Chilton, AL",1986,9467
01021,"Chilton, AL",1984,9586
01021,"Chilton, AL",2014,14365
01021,"Chilton, AL",1989,9856
01021,"Chilton, AL",2012,13778
01021,"Chilton, AL",2005,13146
01021,"Chilton, AL",2001,12394
01021,"Chilton, AL",2018,15091
01021,"Chilton, AL",1983,9013
01021,"Chilton, AL",1992,10311
01021,"Chilton, AL",1981,8076
01021,"Chilton, AL",2022,15534
01021,"Chilton, AL",2002,12425
01021,"Chilton, AL",1982,8417
01021,"Chilton, AL",1994,11060
01021,"Chilton, AL",2004,12873
01021,"Chilton, AL",1993,10864
01021,"Chilton, AL",1991,9864
01021,"Chilton, AL",1988,9583
01021,"Chilton, AL",2019,15044
01021,"Chilton, AL",2007,13926
01021,"Chilton, AL",1996,11492
01021,"Chilton, AL",2011,13254
01021,"Chilton, AL",2015,14461
01021,"Chilton, AL",2021,15204
01021,"Chilton, AL",2016,14847
01021,"Chilton, AL",1995,11399
01021,"Chilton, AL",2010,12692
01021,"Chilton, AL",2000,12249
01021,"Chilton, AL",1997,11729
01021,"Chilton, AL",1999,12115
01021,"Chilton, AL",1987,9542
01021,"Chilton, AL",1990,9858
01021,"Chilton, AL",2003,12422
01021,"Chilton, AL",2006,13596
01021,"Chilton, AL",1980,8076
01021,"Chilton, AL",1985,9358
01021,"Chilton, AL",2009,12834
01021,"Chilton, AL",2017,14643
01021,"Chilton, AL",2008,13462
01021,"Chilton, AL",1998,11751
01023,"Choctaw, AL",2013,5493
01023,"Choctaw, AL",1988,7249
01023,"Choctaw, AL",1991,7039
01023,"Choctaw, AL",1993,7358
01023,"Choctaw, AL",2004,5549
01023,"Choctaw, AL",1994,7270
01023,"Choctaw, AL",1982,6290
01023,"Choctaw, AL",2002,5668
01023,"Choctaw, AL",2022,6228
01023,"Choctaw, AL",1981,6248
01023,"Choctaw, AL",1992,7272
01023,"Choctaw, AL",1983,6574
01023,"Choctaw, AL",2018,5590
01023,"Choctaw, AL",2001,5879
01023,"Choctaw, AL",2005,5542
01023,"Choctaw, AL",2012,5509
01023,"Choctaw, AL",1989,7341
01023,"Choctaw, AL",2014,5296
01023,"Choctaw, AL",1984,6668
01023,"Choctaw, AL",1986,7320
01023,"Choctaw, AL",2020,5359
01023,"Choctaw, AL",1998,6147
01023,"Choctaw, AL",2008,5531
01023,"Choctaw, AL",2017,5296
01023,"Choctaw, AL",2009,5382
01023,"Choctaw, AL",1985,6921
01023,"Choctaw, AL",1980,6523
01023,"Choctaw, AL",2006,5661
01023,"Choctaw, AL",2003,5530
01023,"Choctaw, AL",1990,6916
01023,"Choctaw, AL",1987,7151
01023,"Choctaw, AL",1999,6496
01023,"Choctaw, AL",1997,6202
01023,"Choctaw, AL",2000,6242
01023,"Choctaw, AL",2010,5171
01023,"Choctaw, AL",1995,7289
01023,"Choctaw, AL",2016,5183
01023,"Choctaw, AL",2021,5431
01023,"Choctaw, AL",2015,5232
01023,"Choctaw, AL",2011,5503
01023,"Choctaw, AL",1996,6488
01023,"Choctaw, AL",2007,5635
01023,"Choctaw, AL",2019,5433
01025,"Clarke, AL",2013,11983
01025,"Clarke, AL",2020,11484
01025,"Clarke, AL",1986,10264
01025,"Clarke, AL",1984,10054
01025,"Clarke, AL",2014,12043
01025,"Clarke, AL",1989,10999
01025,"Clarke, AL",2012,11981
01025,"Clarke, AL",2005,13197
01025,"Clarke, AL",2001,12606
01025,"Clarke, AL",2018,11691
01025,"Clarke, AL",1983,9858
01025,"Clarke, AL",1992,11646
01025,"Clarke, AL",1981,10167
01025,"Clarke, AL",2022,12163
01025,"Clarke, AL",2002,12677
01025,"Clarke, AL",1982,9835
01025,"Clarke, AL",1994,12580
01025,"Clarke, AL",2004,12961
01025,"Clarke, AL",1993,12140
01025,"Clarke, AL",1991,11418
01025,"Clarke, AL",1988,10793
01025,"Clarke, AL",2019,11627
01025,"Clarke, AL",2007,13782
01025,"Clarke, AL",1996,13556
01025,"Clarke, AL",2011,12078
01025,"Clarke, AL",2015,12143
01025,"Clarke, AL",2021,11834
01025,"Clarke, AL",2016,11917
01025,"Clarke, AL",1995,12714
01025,"Clarke, AL",2010,12219
01025,"Clarke, AL",2000,13199
01025,"Clarke, AL",1997,13456
01025,"Clarke, AL",1999,13188
01025,"Clarke, AL",1987,10460
01025,"Clarke, AL",1990,11241
01025,"Clarke, AL",2003,12704
01025,"Clarke, AL",2006,13375
01025,"Clarke, AL",1980,10291
01025,"Clarke, AL",1985,10266
01025,"Clarke, AL",2009,12426
01025,"Clarke, AL",2017,11789
01025,"Clarke, AL",2008,13360
01025,"Clarke, AL",1998,13031
01027,"Clay, AL",2013,5448
01027,"Clay, AL",1988,5619
01027,"Clay, AL",1991,6267
01027,"Clay, AL",1993,6820
01027,"Clay, AL",2004,6247
01027,"Clay, AL",1994,7041
01027,"Clay, AL",1982,5281
01027,"Clay, AL",2002,6534
01027,"Clay, AL",2022,6395
01027,"Clay, AL",1981,5440
01027,"Clay, AL",1992,6603
01027,"Clay, AL",1983,5251
01027,"Clay, AL",2018,6243
01027,"Clay, AL",2001,6815
01027,"Clay, AL",2005,6383
01027,"Clay, AL",2012,5446
01027,"Clay, AL",1989,5950
01027,"Clay, AL",2014,5638
01027,"Clay, AL",1984,5486
01027,"Clay, AL",1986,5448
01027,"Clay, AL",2020,6160
01027,"Clay, AL",1998,7435
01027,"Clay, AL",2008,6209
01027,"Clay, AL",2017,6037
01027,"Clay, AL",2009,5694
01027,"Clay, AL",1985,5473
01027,"Clay, AL",1980,5188
01027,"Clay, AL",2006,6654
01027,"Clay, AL",2003,6153
01027,"Clay, AL",1990,6191
01027,"Clay, AL",1987,5560
01027,"Clay, AL",1999,7353
01027,"Clay, AL",1997,7275
01027,"Clay, AL",2000,7201
01027,"Clay, AL",2010,5578
01027,"Clay, AL",1995,7265
01027,"Clay, AL",2016,5912
01027,"Clay, AL",2021,6230
01027,"Clay, AL",2015,5762
01027,"Clay, AL",2011,5550
01027,"Clay, AL",1996,7476
01027,"Clay, AL",2007,6704
01027,"Clay, AL",2019,6181
01029,"Cleburne, AL",2013,4266
01029,"Cleburne, AL",2020,4048
01029,"Cleburne, AL",1986,3803
01029,"Cleburne, AL",1984,3857
01029,"Cleburne, AL",2014,4287
01029,"Cleburne, AL",1989,3954
01029,"Cleburne, AL",2012,4187
01029,"Cleburne, AL",2005,4574
01029,"Cleburne, AL",2001,4739
01029,"Cleburne, AL",2018,4105
01029,"Cleburne, AL",1983,3840
01029,"Cleburne, AL",1992,4402
01029,"Cleburne, AL",1981,3715
01029,"Cleburne, AL",2022,4501
01029,"Cleburne, AL",2002,4707
01029,"Cleburne, AL",1982,3727
01029,"Cleburne, AL",1994,4730
01029,"Cleburne, AL",2004,4536
01029,"Cleburne, AL",1993,4522
01029,"Cleburne, AL",1991,4076
01029,"Cleburne, AL",1988,3797
01029,"Cleburne, AL",2019,3949
01029,"Cleburne, AL",2007,4522
01029,"Cleburne, AL",1996,4800
01029,"Cleburne, AL",2011,4257
01029,"Cleburne, AL",2015,4064
01029,"Cleburne, AL",2021,4251
01029,"Cleburne, AL",2016,4264
01029,"Cleburne, AL",1995,4815
01029,"Cleburne, AL",2010,4203
01029,"Cleburne, AL",2000,5059
01029,"Cleburne, AL",1997,4945
01029,"Cleburne, AL",1999,5038
01029,"Cleburne, AL",1987,3753
01029,"Cleburne, AL",1990,4004
01029,"Cleburne, AL",2003,4474
01029,"Cleburne, AL",2006,4577
01029,"Cleburne, AL",1980,3802
01029,"Cleburne, AL",1985,3822
01029,"Cleburne, AL",2009,4365
01029,"Cleburne, AL",2017,4108
01029,"Cleburne, AL",2008,4538
01029,"Cleburne, AL",1998,5027
01031,"Coffee, AL",2013,21102
01031,"Coffee, AL",1988,17111
01031,"Coffee, AL",1991,17860
01031,"Coffee, AL",1993,19563
01031,"Coffee, AL",2004,20051
01031,"Coffee, AL",1994,19931
01031,"Coffee, AL",1982,14332
01031,"Coffee, AL",2002,19085
01031,"Coffee, AL",2022,24669
01031,"Coffee, AL",1981,14335
01031,"Coffee, AL",1992,18556
01031,"Coffee, AL",1983,14837
01031,"Coffee, AL",2018,22739
01031,"Coffee, AL",2001,19038
01031,"Coffee, AL",2005,20570
01031,"Coffee, AL",2012,21129
01031,"Coffee, AL",1989,17563
01031,"Coffee, AL",2014,21243
01031,"Coffee, AL",1984,15330
01031,"Coffee, AL",1986,15923
01031,"Coffee, AL",2020,22921
01031,"Coffee, AL",1998,21237
01031,"Coffee, AL",2008,21240
01031,"Coffee, AL",2017,22337
01031,"Coffee, AL",2009,21276
01031,"Coffee, AL",1985,15819
01031,"Coffee, AL",1980,14831
01031,"Coffee, AL",2006,21420
01031,"Coffee, AL",2003,19303
01031,"Coffee, AL",1990,17578
01031,"Coffee, AL",1987,16555
01031,"Coffee, AL",1999,21235
01031,"Coffee, AL",1997,20626
01031,"Coffee, AL",2000,20534
01031,"Coffee, AL",2010,21165
01031,"Coffee, AL",1995,20271
01031,"Coffee, AL",2016,21968
01031,"Coffee, AL",2021,24129
01031,"Coffee, AL",2015,21613
01031,"Coffee, AL",2011,20999
01031,"Coffee, AL",1996,20044
01031,"Coffee, AL",2007,21954
01031,"Coffee, AL",2019,23193
01033,"Colbert, AL",2013,30581
01033,"Colbert, AL",2020,31448
01033,"Colbert, AL",1986,25575
01033,"Colbert, AL",1984,27260
01033,"Colbert, AL",2014,30934
01033,"Colbert, AL",1989,27778
01033,"Colbert, AL",2012,29765
01033,"Colbert, AL",2005,28653
01033,"Colbert, AL",2001,27819
01033,"Colbert, AL",2018,31825
01033,"Colbert, AL",1983,26922
01033,"Colbert, AL",1992,28029
01033,"Colbert, AL",1981,28136
01033,"Colbert, AL",2022,33355
01033,"Colbert, AL",2002,27339
01033,"Colbert, AL",1982,27426
01033,"Colbert, AL",1994,29103
01033,"Colbert, AL",2004,28083
01033,"Colbert, AL",1993,28589
01033,"Colbert, AL",1991,28853
01033,"Colbert, AL",1988,26980
01033,"Colbert, AL",2019,32274
01033,"Colbert, AL",2007,29627
01033,"Colbert, AL",1996,29828
01033,"Colbert, AL",2011,29597
01033,"Colbert, AL",2015,31612
01033,"Colbert, AL",2021,32068
01033,"Colbert, AL",2016,31679
01033,"Colbert, AL",1995,29974
01033,"Colbert, AL",2010,29257
01033,"Colbert, AL",2000,28677
01033,"Colbert, AL",1997,29736
01033,"Colbert, AL",1999,28570
01033,"Colbert, AL",1987,25750
01033,"Colbert, AL",1990,28438
01033,"Colbert, AL",2003,27168
01033,"Colbert, AL",2006,29443
01033,"Colbert, AL",1980,29745
01033,"Colbert, AL",1985,26513
01033,"Colbert, AL",2009,28733
01033,"Colbert, AL",2017,31608
01033,"Colbert, AL",2008,29584
01033,"Colbert, AL",1998,28773
01035,"Conecuh, AL",2013,5193
01035,"Conecuh, AL",1988,5323
01035,"Conecuh, AL",1991,5738
01035,"Conecuh, AL",1993,6108
01035,"Conecuh, AL",2004,5927
01035,"Conecuh, AL",1994,6173
01035,"Conecuh, AL",1982,5466
01035,"Conecuh, AL",2002,5711
01035,"Conecuh, AL",2022,5073
01035,"Conecuh, AL",1981,5617
01035,"Conecuh, AL",1992,5755
01035,"Conecuh, AL",1983,5594
01035,"Conecuh, AL",2018,5184
01035,"Conecuh, AL",2001,5723
01035,"Conecuh, AL",2005,6082
01035,"Conecuh, AL",2012,4879
01035,"Conecuh, AL",1989,5490
01035,"Conecuh, AL",2014,5231
01035,"Conecuh, AL",1984,5745
01035,"Conecuh, AL",1986,5676
01035,"Conecuh, AL",2020,4965
01035,"Conecuh, AL",1998,6326
01035,"Conecuh, AL",2008,5683
01035,"Conecuh, AL",2017,5144
01035,"Conecuh, AL",2009,5175
01035,"Conecuh, AL",1985,5789
01035,"Conecuh, AL",1980,5657
01035,"Conecuh, AL",2006,6020
01035,"Conecuh, AL",2003,5809
01035,"Conecuh, AL",1990,5639
01035,"Conecuh, AL",1987,5327
01035,"Conecuh, AL",1999,5850
01035,"Conecuh, AL",1997,6367
01035,"Conecuh, AL",2000,5855
01035,"Conecuh, AL",2010,4914
01035,"Conecuh, AL",1995,6370
01035,"Conecuh, AL",2016,5159
01035,"Conecuh, AL",2021,5090
