# in Season,Year,Latitude,Longitude,Max Winds (kt),Category at Landfall,Central Prssure (mb),Storm Name,County,State,FIPS code,Annual HPI Change (%),HPI,County & State,PerCapita Income,Total Jobs,Year -2,Year -1,Year +1,Year +2,Year +3,Annual HPI Change (%) -1,Annual HPI Change (%) +1,Annual HPI Change (%) +2,Annual HPI Change (%) +3,PerCapita Income -2,PerCapita Income -1,PerCapita Income +1,PerCapita Income +2,PerCapita Income +3,Total Jobs -2,Total Jobs -1,Total Jobs +1,Total Jobs +2,Total Jobs +3,Annual Income Change (%) -1,Annual Income Change (%),Annual Income Change (%) +1,Annual Income Change (%) +2,Annual Income Change (%) +3,Annual Jobs Change (%) -1,Annual Jobs Change (%),Annual Jobs Change (%) +1,Annual Jobs Change (%) +2,Annual Jobs Change (%) +3,National HPI AC Mean,National HPI AC Mean -1,National HPI AC Mean +1,National HPI AC Mean +2,National HPI AC Mean +3,State HPI AC Mean,State HPI AC Mean -1,State HPI AC Mean +1,State HPI AC Mean +2,State HPI AC Mean +3,National Income AC Mean,National Income AC Mean -1,National Income AC Mean +1,National Income AC Mean +2,National Income AC Mean +3,State Income AC Mean,State Income AC Mean -1,State Income AC Mean +1,State Income AC Mean +2,State Income AC Mean +3,National Jobs AC Mean,National Jobs AC Mean -1,National Jobs AC Mean +1,National Jobs AC Mean +2,National Jobs AC Mean +3,State Jobs AC Mean,State Jobs AC Mean -1,State Jobs AC Mean +1,State Jobs AC Mean +2,State Jobs AC Mean +3,Max Category,Adjusted Costs (Billions)
3,2004,26.6,-82.2,130,4,941,Charley,Lee,FL,12071,16.73,410.13,"Lee, FL",186840.37,276152.0,2002.0,2003.0,2005.0,2006.0,2007.0,9.54,35.94,16.68,-11.15,149222.78,161570.22,207366.8,238797.81,245466.05,240328.0,258604.0,300560.0,316333.0,315784.0,8.274500716311547,15.640351297411115,10.986078650989608,15.157204528400886,2.7924209187680535,7.604607037049366,6.7856645682201355,8.83861062023813,5.247870641469257,-0.1735512893058896,6.111188540456833,3.0677760189948557,8.576814591951862,7.005342105263158,3.3975825825825825,15.009166666666665,7.139830508474576,25.84709677419355,15.53,-1.1856451612903227,6.06486269082851,4.4679892811357105,4.53742057975767,5.198136250333631,5.198136250333631,8.782184417915,5.855410979732582,8.239805656382662,7.641848644859972,4.868580705496621,1.4859472859350096,0.3260383649668137,1.8161131200591656,1.5786749346127362,1.767549666461986,4.359053533439257,3.402005977443198,5.207623889960063,3.8084613194956414,1.8140170767111392,4,26.6
3,2004,26.9,-82.1,125,4,942,Charley,Charlotte,FL,12015,19.14,340.87,"Charlotte, FL",45349.51,57451.0,2002.0,2003.0,2005.0,2006.0,2007.0,10.68,31.8,8.83,-11.74,39701.07,41626.18,47946.51,51335.57,53531.55,54855.0,55225.0,59929.0,64679.0,64360.0,4.849012885546915,8.944683369936904,5.726632988978271,7.068418535572239,4.277696731525536,0.6745055145383283,4.030783159800815,4.31324084872326,7.92604582088805,-0.4932049042192983,6.111188540456833,3.0677760189948557,8.576814591951862,7.005342105263158,3.3975825825825825,15.009166666666665,7.139830508474576,25.84709677419355,15.53,-1.1856451612903227,6.06486269082851,4.4679892811357105,4.53742057975767,5.198136250333631,5.198136250333631,8.782184417915,5.855410979732582,8.239805656382662,7.641848644859972,4.868580705496621,1.4859472859350096,0.3260383649668137,1.8161131200591656,1.5786749346127362,1.767549666461986,4.359053533439257,3.402005977443198,5.207623889960063,3.8084613194956414,1.8140170767111392,4,26.6
3,2004,33.0,-79.4,70,1,992,Charley,Charleston,SC,45019,9.61,609.35,"Charleston, SC",110472.41,261707.0,2002.0,2003.0,2005.0,2006.0,2007.0,3.31,18.86,14.91,2.43,97959.62,102675.95,120461.7,130101.62,140205.48,246683.0,252499.0,269040.0,276141.0,287305.0,4.814565430123149,7.593267946388621,9.042339168666633,8.002477135886343,7.76612927648404,2.357681721075226,3.6467471158301614,2.8019884833038473,2.639384478144514,4.042862160997462,6.111188540456833,3.0677760189948557,8.576814591951862,7.005342105263158,3.3975825825825825,3.5259090909090913,2.2427272727272727,6.9702222222222225,7.031555555555556,5.0633333333333335,6.06486269082851,4.4679892811357105,4.53742057975767,5.198136250333631,5.198136250333631,5.7248673862323125,3.702685530528542,4.676636890204163,6.071421375525517,5.112431343587155,1.4859472859350096,0.3260383649668137,1.8161131200591656,1.5786749346127362,1.767549666461986,1.3070581843155236,-0.5012833233316798,1.7681586586928673,1.527918243328065,1.4404829947781261,4,26.6
3,2004,33.8,-78.7,65,1,997,Charley,Horry,SC,45051,6.99,343.53,"Horry, SC",58455.08,140126.0,2002.0,2003.0,2005.0,2006.0,2007.0,2.48,16.33,18.59,5.16,51160.8,54118.91,63790.17,70474.37,75276.31,130037.0,133521.0,149189.0,158928.0,162292.0,5.781985426342044,8.012301060756762,9.126820115548549,10.478416972395586,6.813739519771518,2.6792374478033176,4.94678739673909,6.467750453163582,6.5279611767623615,2.1166817678445584,6.111188540456833,3.0677760189948557,8.576814591951862,7.005342105263158,3.3975825825825825,3.5259090909090913,2.2427272727272727,6.9702222222222225,7.031555555555556,5.0633333333333335,6.06486269082851,4.4679892811357105,4.53742057975767,5.198136250333631,5.198136250333631,5.7248673862323125,3.702685530528542,4.676636890204163,6.071421375525517,5.112431343587155,1.4859472859350096,0.3260383649668137,1.8161131200591656,1.5786749346127362,1.767549666461986,1.3070581843155236,-0.5012833233316798,1.7681586586928673,1.527918243328065,1.4404829947781261,4,26.6
6,2004,27.2,-80.2,90,2,960,Frances,Martin,FL,12085,21.66,464.03,"Martin, FL",71158.45,76548.0,2002.0,2003.0,2005.0,2006.0,2007.0,12.61,29.86,10.37,-9.58,59962.56,63918.33,78008.12,86611.94,89562.31,72722.0,74438.0,82371.0,85352.0,86833.0,6.597066569539399,11.327141995105308,9.625940418882085,11.029390273730488,3.406424102727632,2.359671076153021,2.834573739219216,7.606991691487694,3.6189921210134632,1.7351673071515608,6.111188540456833,3.0677760189948557,8.576814591951862,7.005342105263158,3.3975825825825825,15.009166666666665,7.139830508474576,25.84709677419355,15.53,-1.1856451612903227,6.06486269082851,4.4679892811357105,4.53742057975767,5.198136250333631,5.198136250333631,8.782184417915,5.855410979732582,8.239805656382662,7.641848644859972,4.868580705496621,1.4859472859350096,0.3260383649668137,1.8161131200591656,1.5786749346127362,1.767549666461986,4.359053533439257,3.402005977443198,5.207623889960063,3.8084613194956414,1.8140170767111392,2,16.3
9,2004,30.2,-87.9,105,3,946,Ivan,Baldwin,AL,01003,4.95,276.5,"Baldwin, AL",47928.05,77693.0,2002.0,2003.0,2005.0,2006.0,2007.0,3.48,17.21,17.29,1.77,40856.95,42975.87,52725.21,58801.29,62436.33,71895.0,73848.0,82614.0,87769.0,92730.0,5.186192312446244,11.52316404531194,10.009086537007024,11.52405082881605,6.18190519289628,2.7164615063634465,5.20664066731665,6.333903955311289,6.2398624930399205,5.652337385637298,6.111188540456833,3.0677760189948557,8.576814591951862,7.005342105263158,3.3975825825825825,3.073114754098361,2.1547540983606557,6.563278688524591,7.427049180327869,5.592786885245902,6.06486269082851,4.4679892811357105,4.53742057975767,5.198136250333631,5.198136250333631,6.885671223577046,4.732823150960027,5.116032816792619,4.702448231989954,5.420995059120684,1.4859472859350096,0.3260383649668137,1.8161131200591656,1.5786749346127362,1.767549666461986,2.1917688664099506,-0.21549988387367036,2.701594350752018,1.9320354740613783,1.4456607269066994,3,34.0
11,2004,27.2,-80.2,105,3,950,Jeanne,Martin,FL,12085,21.66,464.03,"Martin, FL",71158.45,76548.0,2002.0,2003.0,2005.0,2006.0,2007.0,12.61,29.86,10.37,-9.58,59962.56,63918.33,78008.12,86611.94,89562.31,72722.0,74438.0,82371.0,85352.0,86833.0,6.597066569539399,11.327141995105308,9.625940418882085,11.029390273730488,3.406424102727632,2.359671076153021,2.834573739219216,7.606991691487694,3.6189921210134632,1.7351673071515608,6.111188540456833,3.0677760189948557,8.576814591951862,7.005342105263158,3.3975825825825825,15.009166666666665,7.139830508474576,25.84709677419355,15.53,-1.1856451612903227,6.06486269082851,4.4679892811357105,4.53742057975767,5.198136250333631,5.198136250333631,8.782184417915,5.855410979732582,8.239805656382662,7.641848644859972,4.868580705496621,1.4859472859350096,0.3260383649668137,1.8161131200591656,1.5786749346127362,1.767549666461986,4.359053533439257,3.402005977443198,5.207623889960063,3.8084613194956414,1.8140170767111392,3,12.4
4,2005,30.4,-87.1,105,3,946,Dennis,Santa Rosa,FL,12113,31.58,401.69,"Santa Rosa, FL",44706.09,51314.0,2003.0,2004.0,2006.0,2007.0,2008.0,13.06,7.61,-5.81,-7.32,37592.62,41316.39,48209.51,51141.97,53374.31,46126.0,48398.0,52765.0,53411.0,51540.0,9.905587852083723,8.20425017771397,7.836560969657615,6.082741766095526,4.3649863311874695,4.9256384685426875,6.025042357122195,2.827688350157852,1.2242964086041883,-3.5030237217052664,8.576814591951862,6.111188540456833,7.005342105263158,3.3975825825825825,-0.44530734632683655,25.84709677419355,15.009166666666665,15.53,-1.1856451612903227,-11.42515625,4.53742057975767,6.06486269082851,5.198136250333631,6.361939655744879,6.361939655744879,8.239805656382662,8.782184417915,7.641848644859972,4.868580705496621,2.2042429098750693,1.8161131200591656,1.4859472859350096,1.5786749346127362,1.767549666461986,-0.36796935617220466,5.207623889960063,4.359053533439257,3.8084613194956414,1.8140170767111392,-2.5756590927989986,3,4.0
12,2005,26.0,-80.1,70,1,984,Katrina,Broward,FL,12011,29.31,509.36,"Broward, FL",659206.3,998758.0,2003.0,2004.0,2006.0,2007.0,2008.0,18.53,17.79,-3.87,-20.74,577809.64,614090.0,694318.93,715862.0,702048.06,924237.0,949048.0,1024743.0,1041084.0,1022784.0,6.278946817155903,7.346854695565804,5.326500975491284,3.1027628758443826,-1.9296931531496215,2.684484607303105,5.237880486550733,2.601731350337119,1.594643730184056,-1.7577832336295631,8.576814591951862,6.111188540456833,7.005342105263158,3.3975825825825825,-0.44530734632683655,25.84709677419355,15.009166666666665,15.53,-1.1856451612903227,-11.42515625,4.53742057975767,6.06486269082851,5.198136250333631,6.361939655744879,6.361939655744879,8.239805656382662,8.782184417915,7.641848644859972,4.868580705496621,2.2042429098750693,1.8161131200591656,1.4859472859350096,1.5786749346127362,1.767549666461986,-0.36796935617220466,5.207623889960063,4.359053533439257,3.8084613194956414,1.8140170767111392,-2.5756590927989986,3,200.0
12,2005,29.3,-89.6,110,3,920,Katrina,Plaquemines,LA,22075,7.5,186.06,"Plaquemines, LA",8011.84,18453.0,2003.0,2004.0,2006.0,2007.0,2008.0,4.85,8.8,3.12,0.01,6936.83,7564.64,7660.77,9541.89,10026.35,19889.0,19824.0,18094.0,18724.0,19303.0,9.050387568961622,5.911715560819811,-4.381889803091421,24.555234003892544,5.077191206354307,-0.3268138166825883,-6.9158595641646485,-1.9454831192759985,3.4818171769647397,3.0922879726554156,8.576814591951862,6.111188540456833,7.005342105263158,3.3975825825825825,-0.44530734632683655,5.567833333333334,4.916333333333333,9.0045,6.084754098360656,2.4455737704918032,4.53742057975767,6.06486269082851,5.198136250333631,6.361939655744879,6.361939655744879,8.285312243347393,6.244772286610694,6.692929631787171,8.895357247513699,7.889208843519433,1.8161131200591656,1.4859472859350096,1.5786749346127362,1.767549666461986,-0.36796935617220466,0.6573915805556664,0.3955100070541562,1.6874316330587356,3.467458957097237,1.6240704002799193,3,200.0
18,2005,29.7,-93.7,100,3,937,Rita,Cameron,LA,22023,0.0,123.67,"Cameron, LA",2190.18,3820.0,2003.0,2004.0,2006.0,2007.0,2008.0,6.12,17.58,-0.1,12.28,1893.77,2033.39,2171.19,2585.71,2845.57,4417.0,4231.0,3585.0,3941.0,4247.0,7.372595404933023,7.710768716281664,-0.8670520231213773,19.09183443180928,10.049850911355108,-4.211002943174099,-9.714015599149135,-6.151832460732985,9.9302649930265,7.764526769855366,8.576814591951862,6.111188540456833,7.005342105263158,3.3975825825825825,-0.44530734632683655,5.567833333333334,4.916333333333333,9.0045,6.084754098360656,2.4455737704918032,4.53742057975767,6.06486269082851,5.198136250333631,6.361939655744879,6.361939655744879,8.285312243347393,6.244772286610694,6.692929631787171,8.895357247513699,7.889208843519433,1.8161131200591656,1.4859472859350096,1.5786749346127362,1.767549666461986,-0.36796935617220466,0.6573915805556664,0.3955100070541562,1.6874316330587356,3.467458957097237,1.6240704002799193,3,29.2
25,2005,25.9,-81.7,105,3,950,Wilma,Collier,FL,12021,37.1,900.24,"Collier, FL",177418.63,182757.0,2003.0,2004.0,2006.0,2007.0,2008.0,17.4,21.22,-8.59,-25.71,135637.5,155917.51,203096.93,212208.89,213435.6,168141.0,177641.0,190180.0,186382.0,178682.0,14.951624735047467,13.790061167600737,14.473282766302496,4.48650799399086,0.5780672053842757,5.650019923754468,2.879965773667115,4.06167752808374,-1.9970554211799347,-4.1313002328551045,8.576814591951862,6.111188540456833,7.005342105263158,3.3975825825825825,-0.44530734632683655,25.84709677419355,15.009166666666665,15.53,-1.1856451612903227,-11.42515625,4.53742057975767,6.06486269082851,5.198136250333631,6.361939655744879,6.361939655744879,8.239805656382662,8.782184417915,7.641848644859972,4.868580705496621,2.2042429098750693,1.8161131200591656,1.4859472859350096,1.5786749346127362,1.767549666461986,-0.36796935617220466,5.207623889960063,4.359053533439257,3.8084613194956414,1.8140170767111392,-2.5756590927989986,3,30.0
7,2008,29.2,-90.7,90,2,954,Gustav,Terrebonne,LA,22109,4.42,325.59,"Terrebonne, LA",44559.06,72090.0,2006.0,2007.0,2009.0,2010.0,2011.0,8.64,0.82,-0.77,-0.95,36773.19,41560.39,42713.61,43276.4,43854.88,68246.0,71493.0,69454.0,69365.0,68538.0,13.018179820679132,7.215211406822694,-4.141581981307499,1.3175894053441066,1.3367100775480307,4.757788002227237,0.8350467877974067,-3.6565404355666526,-0.1281423676102168,-1.192243927052548,-0.44530734632683655,3.3975825825825825,-3.101460044809559,-3.5048544776119406,-2.471132565911623,2.4455737704918032,6.084754098360656,-0.43655737704918035,-0.658360655737705,-0.29409836065573774,6.160507511171329,6.361939655744879,-1.4647524767299425,4.083964316398216,4.083964316398216,7.889208843519433,8.895357247513699,-0.89155623496192,4.2108328695931165,3.2455329967574187,-0.36796935617220466,1.767549666461986,-2.9108217790315694,-0.6361726525979091,1.1373325508505674,1.6240704002799193,3.467458957097237,-0.7465543719550433,0.5204007190003026,0.8997518495242932,2,8.6
9,2008,29.3,-94.7,95,2,950,Ike,Galveston,TX,48167,-0.81,302.61,"Galveston, TX",116483.93,138711.0,2006.0,2007.0,2009.0,2010.0,2011.0,2.08,0.45,-3.08,-1.48,102178.8,111158.67,117392.87,121469.24,129770.63,132420.0,136433.0,136795.0,138886.0,142284.0,8.788388589413847,4.79068344376556,0.7803136449809019,3.472417021578917,6.834149946109813,3.030508986557922,1.6696840207281227,-1.381289155149916,1.528564640520487,2.446610889506502,-0.44530734632683655,3.3975825825825825,-3.101460044809559,-3.5048544776119406,-2.471132565911623,2.8648235294117645,6.593214285714287,0.3605813953488372,-0.6426162790697675,-0.12137142857142856,6.160507511171329,6.361939655744879,-1.4647524767299425,4.083964316398216,4.083964316398216,9.71240659189675,6.8543122909592515,-2.892027798431733,7.805818039467406,7.610491712382367,-0.36796935617220466,1.767549666461986,-2.9108217790315694,-0.6361726525979091,1.1373325508505674,2.435996530199002,3.6128891877033973,-1.1771332623750228,0.18093650332777153,1.9262520972023878,2,43.2
